"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","SOCEXP","PUB","PC_GDP","A","2013",31.657,
"FRA","SOCEXP","PUB","PC_GDP","A","2014",31.968,
"FRA","SOCEXP","PUB","PC_GDP","A","2015",31.778,
"FRA","SOCEXP","PUB","PC_GDP","A","2016",31.918,
"FRA","SOCEXP","PUB","PC_GDP","A","2017",31.446,
"FRA","SOCEXP","PUB","PC_GDP","A","2018",30.989,
"FRA","SOCEXP","PUB","PC_GDP","A","2019",30.739,
"FRA","SOCEXP","PUB","PC_GDP","A","2020",34.876,
"FRA","SOCEXP","PUB","PC_GDP","A","2021",32.661,
"FRA","SOCEXP","PUB","PC_GDP","A","2022",31.633,
"FRA","SOCEXP","PUBNET","PC_GDP","A","2001",24.872,
"FRA","SOCEXP","PUBNET","PC_GDP","A","2003",25.873,
"FRA","SOCEXP","PUBNET","PC_GDP","A","2005",25.875,
"FRA","SOCEXP","PUBNET","PC_GDP","A","2007",25.484,
"FRA","SOCEXP","PUBNET","PC_GDP","A","2009",28.109,
"FRA","SOCEXP","PUBNET","PC_GDP","A","2011",27.405,
"FRA","SOCEXP","PUBNET","PC_GDP","A","2013",27.952,
"FRA","SOCEXP","PUBNET","PC_GDP","A","2015",28.043,
"FRA","SOCEXP","PUBNET","PC_GDP","A","2017",27.597,
"FRA","SOCEXP","PUBNET","PC_GDP","A","2019",26.788,
"FRA","SOCEXP","TOTNET","PC_GDP","A","2001",27.37,
"FRA","SOCEXP","TOTNET","PC_GDP","A","2003",28.467,
"FRA","SOCEXP","TOTNET","PC_GDP","A","2005",28.612,
"FRA","SOCEXP","TOTNET","PC_GDP","A","2007",28.523,
"FRA","SOCEXP","TOTNET","PC_GDP","A","2009",31.251,
"FRA","SOCEXP","TOTNET","PC_GDP","A","2011",30.667,
"FRA","SOCEXP","TOTNET","PC_GDP","A","2013",31.303,
"FRA","SOCEXP","TOTNET","PC_GDP","A","2015",31.4,
"FRA","SOCEXP","TOTNET","PC_GDP","A","2017",30.934,
"FRA","SOCEXP","TOTNET","PC_GDP","A","2019",30.095,
"FRA","SOCEXP","PUB","USD_CAP","A","1980",5290.608,
"FRA","SOCEXP","PUB","USD_CAP","A","1981",4123.097,
"FRA","SOCEXP","PUB","USD_CAP","A","1982",4334.519,
"FRA","SOCEXP","PUB","USD_CAP","A","1983",4394.351,
"FRA","SOCEXP","PUB","USD_CAP","A","1984",4482.095,
"FRA","SOCEXP","PUB","USD_CAP","A","1985",7011.828,
"FRA","SOCEXP","PUB","USD_CAP","A","1986",5406.107,
"FRA","SOCEXP","PUB","USD_CAP","A","1987",5489.734,
"FRA","SOCEXP","PUB","USD_CAP","A","1988",5656.072,
"FRA","SOCEXP","PUB","USD_CAP","A","1989",5574.099,
"FRA","SOCEXP","PUB","USD_CAP","A","1990",7752.966,
"FRA","SOCEXP","PUB","USD_CAP","A","1991",7998.641,
"FRA","SOCEXP","PUB","USD_CAP","A","1992",8324.938,
"FRA","SOCEXP","PUB","USD_CAP","A","1993",8684.278,
"FRA","SOCEXP","PUB","USD_CAP","A","1994",8869.149,
"FRA","SOCEXP","PUB","USD_CAP","A","1995",9446.187,
"FRA","SOCEXP","PUB","USD_CAP","A","1996",9642.508,
"FRA","SOCEXP","PUB","USD_CAP","A","1997",9787.753,
"FRA","SOCEXP","PUB","USD_CAP","A","1998",10175.871,
"FRA","SOCEXP","PUB","USD_CAP","A","1999",10459.866,
"FRA","SOCEXP","PUB","USD_CAP","A","2000",10379.919,
"FRA","SOCEXP","PUB","USD_CAP","A","2001",10504.43,
"FRA","SOCEXP","PUB","USD_CAP","A","2002",10820.171,
"FRA","SOCEXP","PUB","USD_CAP","A","2003",10976.666,
"FRA","SOCEXP","PUB","USD_CAP","A","2004",11233.255,
"FRA","SOCEXP","PUB","USD_CAP","A","2005",11316.744,
"FRA","SOCEXP","PUB","USD_CAP","A","2006",11338.978,
"FRA","SOCEXP","PUB","USD_CAP","A","2007",11479.12,
"FRA","SOCEXP","PUB","USD_CAP","A","2008",11544.528,
"FRA","SOCEXP","PUB","USD_CAP","A","2009",12118.277,
"FRA","SOCEXP","PUB","USD_CAP","A","2010",12309.922,
"FRA","SOCEXP","PUB","USD_CAP","A","2011",12404.891,
"FRA","SOCEXP","PUB","USD_CAP","A","2012",12574.307,
"FRA","SOCEXP","PUB","USD_CAP","A","2013",12775.399,
"FRA","SOCEXP","PUB","USD_CAP","A","2014",12961.229,
"FRA","SOCEXP","PUB","USD_CAP","A","2015",12974.895,
"FRA","SOCEXP","PUB","USD_CAP","A","2016",13125.381,
"FRA","SOCEXP","PUB","USD_CAP","A","2017",13171.413,
"FRA","SOCEXP","PUB","USD_CAP","A","2018",13156.86,
"FRA","SOCEXP","PUB","USD_CAP","A","2019",13230.112,
"FRA","SOCEXP","PUB","USD_CAP","A","2020",13792.684,
"DEU","SOCEXP","PRIV","PC_GDP","A","1980",3.384,
"DEU","SOCEXP","PRIV","PC_GDP","A","1981",3.36,
"DEU","SOCEXP","PRIV","PC_GDP","A","1982",3.161,
"DEU","SOCEXP","PRIV","PC_GDP","A","1983",3.071,
"DEU","SOCEXP","PRIV","PC_GDP","A","1984",3.083,
"DEU","SOCEXP","PRIV","PC_GDP","A","1985",3.21,
"DEU","SOCEXP","PRIV","PC_GDP","A","1986",3.271,
"DEU","SOCEXP","PRIV","PC_GDP","A","1987",3.389,
"DEU","SOCEXP","PRIV","PC_GDP","A","1988",3.36,
"DEU","SOCEXP","PRIV","PC_GDP","A","1989",3.419,
"DEU","SOCEXP","PRIV","PC_GDP","A","1990",3.455,
"DEU","SOCEXP","PRIV","PC_GDP","A","1991",2.188,
"DEU","SOCEXP","PRIV","PC_GDP","A","1992",3.082,
"DEU","SOCEXP","PRIV","PC_GDP","A","1993",3.068,
"DEU","SOCEXP","PRIV","PC_GDP","A","1994",2.983,
"DEU","SOCEXP","PRIV","PC_GDP","A","1995",3.116,
"DEU","SOCEXP","PRIV","PC_GDP","A","1996",2.914,
"DEU","SOCEXP","PRIV","PC_GDP","A","1997",2.786,
"DEU","SOCEXP","PRIV","PC_GDP","A","1998",2.764,
"DEU","SOCEXP","PRIV","PC_GDP","A","1999",2.932,
"DEU","SOCEXP","PRIV","PC_GDP","A","2000",3.015,
"DEU","SOCEXP","PRIV","PC_GDP","A","2001",3.068,
"DEU","SOCEXP","PRIV","PC_GDP","A","2002",3.047,
"DEU","SOCEXP","PRIV","PC_GDP","A","2003",3.062,
"DEU","SOCEXP","PRIV","PC_GDP","A","2004",2.997,
"DEU","SOCEXP","PRIV","PC_GDP","A","2005",2.883,
"DEU","SOCEXP","PRIV","PC_GDP","A","2006",2.734,
"DEU","SOCEXP","PRIV","PC_GDP","A","2007",2.89,
"DEU","SOCEXP","PRIV","PC_GDP","A","2008",3.164,
"DEU","SOCEXP","PRIV","PC_GDP","A","2009",3.409,
"DEU","SOCEXP","PRIV","PC_GDP","A","2010",3.351,
"DEU","SOCEXP","PRIV","PC_GDP","A","2011",3.369,
"DEU","SOCEXP","PRIV","PC_GDP","A","2012",3.507,
"DEU","SOCEXP","PRIV","PC_GDP","A","2013",3.606,
"DEU","SOCEXP","PRIV","PC_GDP","A","2014",3.508,
"DEU","SOCEXP","PRIV","PC_GDP","A","2015",3.55,
"DEU","SOCEXP","PRIV","PC_GDP","A","2016",3.588,
"DEU","SOCEXP","PRIV","PC_GDP","A","2017",3.594,
"DEU","SOCEXP","PRIV","PC_GDP","A","2018",3.66,
"DEU","SOCEXP","PRIV","PC_GDP","A","2019",3.69,
"DEU","SOCEXP","PUB","PC_GDP","A","1980",21.788,
"DEU","SOCEXP","PUB","PC_GDP","A","1981",22.446,
"DEU","SOCEXP","PUB","PC_GDP","A","1982",22.433,
"DEU","SOCEXP","PUB","PC_GDP","A","1983",22.14,
"DEU","SOCEXP","PUB","PC_GDP","A","1984",21.881,
"DEU","SOCEXP","PUB","PC_GDP","A","1985",22.228,
"DEU","SOCEXP","PUB","PC_GDP","A","1986",22.247,
"DEU","SOCEXP","PUB","PC_GDP","A","1987",22.715,
"DEU","SOCEXP","PUB","PC_GDP","A","1988",22.705,
"DEU","SOCEXP","PUB","PC_GDP","A","1989",21.643,
"DEU","SOCEXP","PUB","PC_GDP","A","1990",21.354,
"DEU","SOCEXP","PUB","PC_GDP","A","1991",22.307,
"DEU","SOCEXP","PUB","PC_GDP","A","1992",24.017,
"DEU","SOCEXP","PUB","PC_GDP","A","1993",24.722,
"DEU","SOCEXP","PUB","PC_GDP","A","1994",24.902,
"DEU","SOCEXP","PUB","PC_GDP","A","1995",25.252,
"DEU","SOCEXP","PUB","PC_GDP","A","1996",25.857,
"DEU","SOCEXP","PUB","PC_GDP","A","1997",25.446,
"DEU","SOCEXP","PUB","PC_GDP","A","1998",25.393,
"DEU","SOCEXP","PUB","PC_GDP","A","1999",25.524,
"DEU","SOCEXP","PUB","PC_GDP","A","2000",25.47,
"DEU","SOCEXP","PUB","PC_GDP","A","2001",25.487,
"DEU","SOCEXP","PUB","PC_GDP","A","2002",26.167,
"DEU","SOCEXP","PUB","PC_GDP","A","2003",26.628,
"DEU","SOCEXP","PUB","PC_GDP","A","2004",26.023,
"DEU","SOCEXP","PUB","PC_GDP","A","2005",26.383,
"DEU","SOCEXP","PUB","PC_GDP","A","2006",25.108,
"DEU","SOCEXP","PUB","PC_GDP","A","2007",24.21,
"DEU","SOCEXP","PUB","PC_GDP","A","2008",24.355,
"DEU","SOCEXP","PUB","PC_GDP","A","2009",26.808,
"DEU","SOCEXP","PUB","PC_GDP","A","2010",26.068,
"DEU","SOCEXP","PUB","PC_GDP","A","2011",24.763,
"DEU","SOCEXP","PUB","PC_GDP","A","2012",24.661,
"DEU","SOCEXP","PUB","PC_GDP","A","2013",24.848,
"DEU","SOCEXP","PUB","PC_GDP","A","2014",24.802,
"DEU","SOCEXP","PUB","PC_GDP","A","2015",25.07,
"DEU","SOCEXP","PUB","PC_GDP","A","2016",25.278,
"DEU","SOCEXP","PUB","PC_GDP","A","2017",25.237,
"DEU","SOCEXP","PUB","PC_GDP","A","2018",25.296,
"DEU","SOCEXP","PUB","PC_GDP","A","2019",25.59,
"DEU","SOCEXP","PUB","PC_GDP","A","2020",27.938,
"DEU","SOCEXP","PUB","PC_GDP","A","2021",27.639,
"DEU","SOCEXP","PUB","PC_GDP","A","2022",26.722,
"DEU","SOCEXP","PUBNET","PC_GDP","A","1993",22.433,
"DEU","SOCEXP","PUBNET","PC_GDP","A","1995",22.146,
"DEU","SOCEXP","PUBNET","PC_GDP","A","1997",22.947,
"DEU","SOCEXP","PUBNET","PC_GDP","A","1999",24.257,
"DEU","SOCEXP","PUBNET","PC_GDP","A","2001",24.058,
"DEU","SOCEXP","PUBNET","PC_GDP","A","2003",25.142,
"DEU","SOCEXP","PUBNET","PC_GDP","A","2005",24.621,
"DEU","SOCEXP","PUBNET","PC_GDP","A","2007",22.366,
"DEU","SOCEXP","PUBNET","PC_GDP","A","2009",24.442,
"DEU","SOCEXP","PUBNET","PC_GDP","A","2011",22.904,
"DEU","SOCEXP","PUBNET","PC_GDP","A","2013",23.173,
"DEU","SOCEXP","PUBNET","PC_GDP","A","2015",23.448,
"DEU","SOCEXP","PUBNET","PC_GDP","A","2017",23.66,
"DEU","SOCEXP","PUBNET","PC_GDP","A","2019",23.964,
"DEU","SOCEXP","TOTNET","PC_GDP","A","1993",25.103,
"DEU","SOCEXP","TOTNET","PC_GDP","A","1995",24.859,
"DEU","SOCEXP","TOTNET","PC_GDP","A","1997",25.383,
"DEU","SOCEXP","TOTNET","PC_GDP","A","1999",26.812,
"DEU","SOCEXP","TOTNET","PC_GDP","A","2001",25.894,
"DEU","SOCEXP","TOTNET","PC_GDP","A","2003",27.004,
"DEU","SOCEXP","TOTNET","PC_GDP","A","2005",26.375,
"DEU","SOCEXP","TOTNET","PC_GDP","A","2007",24.088,
"DEU","SOCEXP","TOTNET","PC_GDP","A","2009",26.531,
"DEU","SOCEXP","TOTNET","PC_GDP","A","2011",24.64,
"DEU","SOCEXP","TOTNET","PC_GDP","A","2013",24.842,
"DEU","SOCEXP","TOTNET","PC_GDP","A","2015",24.959,
"DEU","SOCEXP","TOTNET","PC_GDP","A","2017",25.06,
"DEU","SOCEXP","TOTNET","PC_GDP","A","2019",25.404,
"DEU","SOCEXP","PUB","USD_CAP","A","1980",6809.276,
"DEU","SOCEXP","PUB","USD_CAP","A","1981",7038.857,
"DEU","SOCEXP","PUB","USD_CAP","A","1982",7011.982,
"DEU","SOCEXP","PUB","USD_CAP","A","1983",7053.942,
"DEU","SOCEXP","PUB","USD_CAP","A","1984",7197.214,
"DEU","SOCEXP","PUB","USD_CAP","A","1985",7500.206,
"DEU","SOCEXP","PUB","USD_CAP","A","1986",7672.752,
"DEU","SOCEXP","PUB","USD_CAP","A","1987",7942.753,
"DEU","SOCEXP","PUB","USD_CAP","A","1988",8183.449,
"DEU","SOCEXP","PUB","USD_CAP","A","1989",8024.699,
"DEU","SOCEXP","PUB","USD_CAP","A","1990",8176.716,
"DEU","SOCEXP","PUB","USD_CAP","A","1991",7953.641,
"DEU","SOCEXP","PUB","USD_CAP","A","1992",8670.831,
"DEU","SOCEXP","PUB","USD_CAP","A","1993",8789.529,
"DEU","SOCEXP","PUB","USD_CAP","A","1994",9043.022,
"DEU","SOCEXP","PUB","USD_CAP","A","1995",9293.005,
"DEU","SOCEXP","PUB","USD_CAP","A","1996",9573.872,
"DEU","SOCEXP","PUB","USD_CAP","A","1997",9585.38,
"DEU","SOCEXP","PUB","USD_CAP","A","1998",9765.564,
"DEU","SOCEXP","PUB","USD_CAP","A","1999",10004.086,
"DEU","SOCEXP","PUB","USD_CAP","A","2000",10269.464,
"DEU","SOCEXP","PUB","USD_CAP","A","2001",10441.468,
"DEU","SOCEXP","PUB","USD_CAP","A","2002",10690.864,
"DEU","SOCEXP","PUB","USD_CAP","A","2003",10806.786,
"DEU","SOCEXP","PUB","USD_CAP","A","2004",10697.621,
"DEU","SOCEXP","PUB","USD_CAP","A","2005",10940.859,
"DEU","SOCEXP","PUB","USD_CAP","A","2006",10831.352,
"DEU","SOCEXP","PUB","USD_CAP","A","2007",10779.074,
"DEU","SOCEXP","PUB","USD_CAP","A","2008",10978.49,
"DEU","SOCEXP","PUB","USD_CAP","A","2009",11435.913,
"DEU","SOCEXP","PUB","USD_CAP","A","2010",11613.731,
"DEU","SOCEXP","PUB","USD_CAP","A","2011",11466.571,
"DEU","SOCEXP","PUB","USD_CAP","A","2012",11445.496,
"DEU","SOCEXP","PUB","USD_CAP","A","2013",11551.302,
"DEU","SOCEXP","PUB","USD_CAP","A","2014",11735.624,
"DEU","SOCEXP","PUB","USD_CAP","A","2015",11935.594,
"DEU","SOCEXP","PUB","USD_CAP","A","2016",12204.285,
"DEU","SOCEXP","PUB","USD_CAP","A","2017",12464.482,
"DEU","SOCEXP","PUB","USD_CAP","A","2018",12578.368,
"DEU","SOCEXP","PUB","USD_CAP","A","2019",12829.673,
"GRC","SOCEXP","PRIV","PC_GDP","A","1983",0.001,
"GRC","SOCEXP","PRIV","PC_GDP","A","1984",0.003,
"GRC","SOCEXP","PRIV","PC_GDP","A","1985",0.003,
"GRC","SOCEXP","PRIV","PC_GDP","A","1986",0.003,
"GRC","SOCEXP","PRIV","PC_GDP","A","1987",0.003,
"GRC","SOCEXP","PRIV","PC_GDP","A","1988",0.003,
"GRC","SOCEXP","PRIV","PC_GDP","A","1989",0.004,
"GRC","SOCEXP","PRIV","PC_GDP","A","1990",1.987,
"GRC","SOCEXP","PRIV","PC_GDP","A","1991",1.823,
"GRC","SOCEXP","PRIV","PC_GDP","A","1992",1.799,
"GRC","SOCEXP","PRIV","PC_GDP","A","1993",1.792,
"GRC","SOCEXP","PRIV","PC_GDP","A","1994",1.831,
"GRC","SOCEXP","PRIV","PC_GDP","A","1995",1.83,
"GRC","SOCEXP","PRIV","PC_GDP","A","1996",1.811,
"GRC","SOCEXP","PRIV","PC_GDP","A","1997",1.78,
"GRC","SOCEXP","PRIV","PC_GDP","A","1998",1.833,
"GRC","SOCEXP","PRIV","PC_GDP","A","1999",1.854,
"GRC","SOCEXP","PRIV","PC_GDP","A","2000",0.045,
"GRC","SOCEXP","PRIV","PC_GDP","A","2001",0.061,
"GRC","SOCEXP","PRIV","PC_GDP","A","2002",0.059,
"GRC","SOCEXP","PRIV","PC_GDP","A","2003",0.275,
"GRC","SOCEXP","PRIV","PC_GDP","A","2004",0.284,
"GRC","SOCEXP","PRIV","PC_GDP","A","2005",0.315,
"GRC","SOCEXP","PRIV","PC_GDP","A","2006",0.8,
"GRC","SOCEXP","PRIV","PC_GDP","A","2007",0.804,
"GRC","SOCEXP","PRIV","PC_GDP","A","2008",0.861,
"GRC","SOCEXP","PRIV","PC_GDP","A","2009",0.88,
"GRC","SOCEXP","PRIV","PC_GDP","A","2010",1.123,
"GRC","SOCEXP","PRIV","PC_GDP","A","2011",1.165,
"GRC","SOCEXP","PRIV","PC_GDP","A","2012",1.114,
"GRC","SOCEXP","PRIV","PC_GDP","A","2013",1.227,
"GRC","SOCEXP","PRIV","PC_GDP","A","2014",1.146,
"GRC","SOCEXP","PRIV","PC_GDP","A","2015",0.977,
"GRC","SOCEXP","PRIV","PC_GDP","A","2016",1.035,
"GRC","SOCEXP","PRIV","PC_GDP","A","2017",0.997,
"GRC","SOCEXP","PRIV","PC_GDP","A","2018",1.028,
"GRC","SOCEXP","PRIV","PC_GDP","A","2019",1.078,
"GRC","SOCEXP","PUB","PC_GDP","A","1980",9.856,
"GRC","SOCEXP","PUB","PC_GDP","A","1981",11.869,
"GRC","SOCEXP","PUB","PC_GDP","A","1982",13.94,
"GRC","SOCEXP","PUB","PC_GDP","A","1983",14.484,
"GRC","SOCEXP","PUB","PC_GDP","A","1984",14.793,
"GRC","SOCEXP","PUB","PC_GDP","A","1985",15.368,
"GRC","SOCEXP","PUB","PC_GDP","A","1986",15.213,
"GRC","SOCEXP","PUB","PC_GDP","A","1987",15.179,
"GRC","SOCEXP","PUB","PC_GDP","A","1988",13.932,
"GRC","SOCEXP","PUB","PC_GDP","A","1989",14.771,
"GRC","SOCEXP","PUB","PC_GDP","A","1990",15.721,
"GRC","SOCEXP","PUB","PC_GDP","A","1991",15.178,
"GRC","SOCEXP","PUB","PC_GDP","A","1992",15.389,
"GRC","SOCEXP","PUB","PC_GDP","A","1993",16.233,
"GRC","SOCEXP","PUB","PC_GDP","A","1994",16.259,
"GRC","SOCEXP","PUB","PC_GDP","A","1995",16.6,
"GRC","SOCEXP","PUB","PC_GDP","A","1996",17.011,
"GRC","SOCEXP","PUB","PC_GDP","A","1997",16.912,
"GRC","SOCEXP","PUB","PC_GDP","A","1998",17.461,
"GRC","SOCEXP","PUB","PC_GDP","A","1999",17.973,
"GRC","SOCEXP","PUB","PC_GDP","A","2000",17.768,
"GRC","SOCEXP","PUB","PC_GDP","A","2001",18.637,
"GRC","SOCEXP","PUB","PC_GDP","A","2002",18.359,
"GRC","SOCEXP","PUB","PC_GDP","A","2003",18.178,
"GRC","SOCEXP","PUB","PC_GDP","A","2004",18.309,
"GRC","SOCEXP","PUB","PC_GDP","A","2005",19.534,
"GRC","SOCEXP","PUB","PC_GDP","A","2006",19.379,
"GRC","SOCEXP","PUB","PC_GDP","A","2007",20.135,
"GRC","SOCEXP","PUB","PC_GDP","A","2008",21.571,
"GRC","SOCEXP","PUB","PC_GDP","A","2009",23.912,
"GRC","SOCEXP","PUB","PC_GDP","A","2010",25.017,
"GRC","SOCEXP","PUB","PC_GDP","A","2011",26.464,
"GRC","SOCEXP","PUB","PC_GDP","A","2012",27.426,
"GRC","SOCEXP","PUB","PC_GDP","A","2013",25.442,
"GRC","SOCEXP","PUB","PC_GDP","A","2014",25.493,
"GRC","SOCEXP","PUB","PC_GDP","A","2015",25.716,
"GRC","SOCEXP","PUB","PC_GDP","A","2016",26.041,
"GRC","SOCEXP","PUB","PC_GDP","A","2017",25.188,
"GRC","SOCEXP","PUB","PC_GDP","A","2018",25.025,
"GRC","SOCEXP","PUB","PC_GDP","A","2019",25.082,
"GRC","SOCEXP","PUB","PC_GDP","A","2020",27.86,
"GRC","SOCEXP","PUB","PC_GDP","A","2021",26.1,
"GRC","SOCEXP","PUB","PC_GDP","A","2022",24.115,
"GRC","SOCEXP","PUB","USD_CAP","A","1980",2213.171,
"GRC","SOCEXP","PUB","USD_CAP","A","1981",2600.738,
"GRC","SOCEXP","PUB","USD_CAP","A","1982",3001.089,
"GRC","SOCEXP","PUB","USD_CAP","A","1983",3066.642,
"GRC","SOCEXP","PUB","USD_CAP","A","1984",3179.289,
"GRC","SOCEXP","PUB","USD_CAP","A","1985",3372.86,
"GRC","SOCEXP","PUB","USD_CAP","A","1986",3344.897,
"GRC","SOCEXP","PUB","USD_CAP","A","1987",3250.984,
"GRC","SOCEXP","PUB","USD_CAP","A","1988",3100.787,
"GRC","SOCEXP","PUB","USD_CAP","A","1989",3394.388,
"GRC","SOCEXP","PUB","USD_CAP","A","1990",3587.572,
"GRC","SOCEXP","PUB","USD_CAP","A","1991",3540.982,
"GRC","SOCEXP","PUB","USD_CAP","A","1992",3589.058,
"GRC","SOCEXP","PUB","USD_CAP","A","1993",3704.96,
"GRC","SOCEXP","PUB","USD_CAP","A","1994",3767.818,
"GRC","SOCEXP","PUB","USD_CAP","A","1995",3917.235,
"GRC","SOCEXP","PUB","USD_CAP","A","1996",4111.001,
"GRC","SOCEXP","PUB","USD_CAP","A","1997",4249.402,
"GRC","SOCEXP","PUB","USD_CAP","A","1998",4532.828,
"GRC","SOCEXP","PUB","USD_CAP","A","1999",4790.72,
"GRC","SOCEXP","PUB","USD_CAP","A","2000",4901.8,
"GRC","SOCEXP","PUB","USD_CAP","A","2001",5326.01,
"GRC","SOCEXP","PUB","USD_CAP","A","2002",5432.699,
"GRC","SOCEXP","PUB","USD_CAP","A","2003",5677.169,
"GRC","SOCEXP","PUB","USD_CAP","A","2004",5992.721,
"GRC","SOCEXP","PUB","USD_CAP","A","2005",6413.104,
"GRC","SOCEXP","PUB","USD_CAP","A","2006",6701.621,
"GRC","SOCEXP","PUB","USD_CAP","A","2007",7172.503,
"GRC","SOCEXP","PUB","USD_CAP","A","2008",7638.156,
"GRC","SOCEXP","PUB","USD_CAP","A","2009",8081.577,
"GRC","SOCEXP","PUB","USD_CAP","A","2010",7981.756,
"GRC","SOCEXP","PUB","USD_CAP","A","2011",7597.532,
"GRC","SOCEXP","PUB","USD_CAP","A","2012",7355.496,
"GRC","SOCEXP","PUB","USD_CAP","A","2013",6700.06,
"GRC","SOCEXP","PUB","USD_CAP","A","2014",6790.59,
"GRC","SOCEXP","PUB","USD_CAP","A","2015",6881.753,
"GRC","SOCEXP","PUB","USD_CAP","A","2016",6963.485,
"GRC","SOCEXP","PUB","USD_CAP","A","2017",6822.624,
"GRC","SOCEXP","PUB","USD_CAP","A","2018",6905.369,
"GRC","SOCEXP","PUB","USD_CAP","A","2019",7053.496,
"HUN","SOCEXP","PRIV","PC_GDP","A","1999",0.19,
"HUN","SOCEXP","PRIV","PC_GDP","A","2000",0.205,
"HUN","SOCEXP","PRIV","PC_GDP","A","2001",0.206,
"HUN","SOCEXP","PRIV","PC_GDP","A","2002",0.208,
"HUN","SOCEXP","PRIV","PC_GDP","A","2003",0.252,
"HUN","SOCEXP","PRIV","PC_GDP","A","2004",0.293,
"HUN","SOCEXP","PRIV","PC_GDP","A","2005",0.283,
"HUN","SOCEXP","PRIV","PC_GDP","A","2006",0.367,
"HUN","SOCEXP","PRIV","PC_GDP","A","2007",0.384,
"HUN","SOCEXP","PRIV","PC_GDP","A","2008",0.371,
"HUN","SOCEXP","PRIV","PC_GDP","A","2009",0.425,
"HUN","SOCEXP","PRIV","PC_GDP","A","2010",0.442,
"HUN","SOCEXP","PRIV","PC_GDP","A","2011",0.423,
"HUN","SOCEXP","PRIV","PC_GDP","A","2012",0.402,
"HUN","SOCEXP","PRIV","PC_GDP","A","2013",0.387,
"HUN","SOCEXP","PRIV","PC_GDP","A","2014",0.346,
"HUN","SOCEXP","PRIV","PC_GDP","A","2015",0.355,
"HUN","SOCEXP","PRIV","PC_GDP","A","2016",0.369,
"HUN","SOCEXP","PRIV","PC_GDP","A","2017",0.362,
"HUN","SOCEXP","PRIV","PC_GDP","A","2018",0.375,
"HUN","SOCEXP","PRIV","PC_GDP","A","2019",0.329,
"HUN","SOCEXP","PUB","PC_GDP","A","1999",20.854,
"HUN","SOCEXP","PUB","PC_GDP","A","2000",20.092,
"HUN","SOCEXP","PUB","PC_GDP","A","2001",19.771,
"HUN","SOCEXP","PUB","PC_GDP","A","2002",20.8,
"HUN","SOCEXP","PUB","PC_GDP","A","2003",21.79,
"HUN","SOCEXP","PUB","PC_GDP","A","2004",21.05,
"HUN","SOCEXP","PUB","PC_GDP","A","2005",21.815,
"HUN","SOCEXP","PUB","PC_GDP","A","2006",22.112,
"HUN","SOCEXP","PUB","PC_GDP","A","2007",22.374,
"HUN","SOCEXP","PUB","PC_GDP","A","2008",22.622,
"HUN","SOCEXP","PUB","PC_GDP","A","2009",23.185,
"HUN","SOCEXP","PUB","PC_GDP","A","2010",22.805,
"HUN","SOCEXP","PUB","PC_GDP","A","2011",22.163,
"HUN","SOCEXP","PUB","PC_GDP","A","2012",22.478,
"HUN","SOCEXP","PUB","PC_GDP","A","2013",22.169,
"HUN","SOCEXP","PUB","PC_GDP","A","2014",21.322,
"HUN","SOCEXP","PUB","PC_GDP","A","2015",20.349,
"HUN","SOCEXP","PUB","PC_GDP","A","2016",20.17,
"HUN","SOCEXP","PUB","PC_GDP","A","2017",19.434,
"HUN","SOCEXP","PUB","PC_GDP","A","2018",18.616,
"HUN","SOCEXP","PUB","PC_GDP","A","2019",17.636,
"HUN","SOCEXP","PUB","PC_GDP","A","2020",18.546,
"HUN","SOCEXP","PUB","PC_GDP","A","2021",18.091,
"HUN","SOCEXP","PUB","PC_GDP","A","2022",17.194,
"HUN","SOCEXP","PUB","USD_CAP","A","1999",3763.305,
"HUN","SOCEXP","PUB","USD_CAP","A","2000",3798.153,
"HUN","SOCEXP","PUB","USD_CAP","A","2001",3898.685,
"HUN","SOCEXP","PUB","USD_CAP","A","2002",4308.302,
"HUN","SOCEXP","PUB","USD_CAP","A","2003",4711.08,
"HUN","SOCEXP","PUB","USD_CAP","A","2004",4789.276,
"HUN","SOCEXP","PUB","USD_CAP","A","2005",5186.91,
"HUN","SOCEXP","PUB","USD_CAP","A","2006",5473.644,
"HUN","SOCEXP","PUB","USD_CAP","A","2007",5562.45,
"HUN","SOCEXP","PUB","USD_CAP","A","2008",5690.702,
"HUN","SOCEXP","PUB","USD_CAP","A","2009",5455.976,
"HUN","SOCEXP","PUB","USD_CAP","A","2010",5436.942,
"HUN","SOCEXP","PUB","USD_CAP","A","2011",5397.511,
"HUN","SOCEXP","PUB","USD_CAP","A","2012",5433.445,
"HUN","SOCEXP","PUB","USD_CAP","A","2013",5470.537,
"HUN","SOCEXP","PUB","USD_CAP","A","2014",5498.616,
"HUN","SOCEXP","PUB","USD_CAP","A","2015",5454.858,
"HUN","SOCEXP","PUB","USD_CAP","A","2016",5541.8,
"HUN","SOCEXP","PUB","USD_CAP","A","2017",5582.206,
"HUN","SOCEXP","PUB","USD_CAP","A","2018",5640.945,
"HUN","SOCEXP","PUB","USD_CAP","A","2019",5590.002,
"ISL","SOCEXP","PRIV","PC_GDP","A","1990",2.967,
"ISL","SOCEXP","PRIV","PC_GDP","A","1991",3.215,
"ISL","SOCEXP","PRIV","PC_GDP","A","1992",3.373,
"ISL","SOCEXP","PRIV","PC_GDP","A","1993",3.467,
